origin;destination;number
30001216;other;260.0
30001144;30000934;10.0
37970009;12000031;10.0
11130001;30001132;10.0
30000435;30000931;10.0
30000542;30002111;10.0
26100026;26100034;10.0
30001032;30000511;10.0
30002611;30000914;30.0
30002412;26100038;10.0
26100026;26100037;10.0
30000435;30000934;10.0
30002611;30000915;10.0
30000931;30001012;10.0
30000864;30002911;10.0
4720001;30000848;10.0
30001641;30001344;10.0
30002212;30001321;10.0
30000932;30001345;20.0
30002212;30001322;10.0
30000914;10150002;10.0
30001031;30001114;10.0
26100026;26100022;10.0
30002611;30000924;50.0
26100026;26100026;10.0
12000026;12000043;10.0
30000422;4720001;10.0
37970009;other;440.0
12000026;12000041;10.0
26100023;12000012;10.0
30000931;30001023;20.0
30000931;30001021;20.0
30002613;26100033;10.0
30002412;30001147;10.0
10150005;30000811;10.0
30001223;4720001;10.0
30000854;30001034;10.0
30001221;30000511;10.0
30001336;30000543;10.0
30000412;other;170.0
30001222;30000811;10.0
30001133;30001345;10.0
30000533;30000836;10.0
30002212;30001335;10.0
30002212;30001337;10.0
30001337;30000835;10.0
30001112;30001021;20.0
30000512;30000514;10.0
30002613;30001123;10.0
30001342;37800006;10.0
30001023;30001035;10.0
30000515;30000543;10.0
30000822;30002311;10.0
30002212;30001345;50.0
36160005;36160008;10.0
30000932;30000432;50.0
36160005;36160009;10.0
10150004;30000511;20.0
30000912;30000425;20.0
30000135;other;350.0
36160005;36160006;10.0
30000134;30000413;10.0
30001112;30001032;10.0
30000912;30000421;10.0
26100032;37970009;50.0
26100032;37970008;20.0
12000043;12000015;10.0
26100032;37970007;40.0
10150004;30000543;10.0
30001641;30001313;20.0
30001042;30001131;10.0
30001641;30001312;20.0
36160009;30000511;30.0
12000034;other;480.0
36160003;30000543;10.0
30002613;30001146;10.0
26100034;30001114;10.0
30002711;26100015;10.0
30002613;26100016;10.0
30000848;10150002;10.0
30001042;30001142;10.0
30002612;30001221;10.0
30000133;other;410.0
30000848;10150006;10.0
30002412;30001114;10.0
30000515;30000522;10.0
30002111;37970007;10.0
30002212;30002211;40.0
36160010;30002513;10.0
30002211;30002412;10.0
30001221;30000543;20.0
30000421;30000812;10.0
30001015;30000432;40.0
30000113;30000136;10.0
30001014;30001031;10.0
30002111;30000511;90.0
4720001;30000811;10.0
30000113;30000134;10.0
30000122;30001322;10.0
30001213;30000924;10.0
30001042;30001147;10.0
26100024;30000924;10.0
30001632;30000924;10.0
30002513;30001021;30.0
30000835;30000811;10.0
12000032;other;170.0
30000923;30000924;20.0
30000513;30000848;10.0
12000033;30000426;10.0
30001032;30000932;10.0
30001222;30000858;10.0
10150005;30002111;10.0
26100012;30000511;10.0
7800001;other;100.0
30002613;30002811;100.0
30002111;30000521;10.0
30000832;30000853;10.0
30001321;30002412;10.0
30000832;30000846;10.0
30001134;30001147;10.0
other;30001313;10.0
30001132;30001014;10.0
30000114;30000848;10.0
30000914;30001044;10.0
30000822;30001021;10.0
30002513;30001016;10.0
12000033;30000412;10.0
30000136;30000511;10.0
36160008;30002412;10.0
30001222;30000842;10.0
36440001;30002411;10.0
30002511;30002211;10.0
30002111;30000533;10.0
30000832;30000841;10.0
30002412;12000021;10.0
30002312;30001023;10.0
30001032;30000924;30.0
30000134;30000856;10.0
30002911;30002512;10.0
30001032;30000923;10.0
12000041;37970007;10.0
30000857;30000522;10.0
36160005;10150004;10.0
30001631;30001146;10.0
36160008;10150004;10.0
other;30002612;10.0
30000824;30001624;10.0
30000834;30000543;10.0
30000914;30001034;10.0
30002611;30000511;10.0
30000914;30001035;10.0
30000133;30000543;10.0
30002611;30000514;10.0
30000421;30001314;10.0
30002411;30001222;10.0
30001352;30001624;10.0
30000424;30000421;10.0
30001132;30001023;10.0
30000864;30002512;10.0
36160002;12000032;10.0
30002111;30000543;20.0
30001032;30000915;10.0
30001337;30000856;10.0
30001032;30000914;20.0
30002611;37970009;10.0
12000031;other;10.0
30002611;37970007;10.0
30001032;30000911;10.0
30000931;10150005;10.0
30000932;7790001;10.0
30001337;30000841;10.0
30001624;30001345;10.0
30002312;30001041;10.0
30001142;30001221;20.0
30001342;30000511;10.0
30000424;30000432;10.0
26100012;37970009;10.0
other;30000435;10.0
37800002;1270001;10.0
30000122;30002211;10.0
30001211;other;100.0
30001141;30000914;10.0
10150004;30000924;20.0
30001624;30001312;10.0
other;30001345;30.0
30001634;30002411;10.0
30000857;30000543;10.0
12000026;12000034;10.0
30001354;30001345;10.0
30002211;12000012;10.0
30000432;30000915;10.0
30000134;30000824;10.0
30000832;30000812;10.0
30000432;30000912;10.0
30000413;30002513;10.0
30000857;30000533;10.0
30002811;30001144;10.0
30001644;30001345;10.0
37800005;30001352;10.0
other;other;5240.0
30000125;30002211;10.0
7800001;30000914;10.0
30001345;30000924;10.0
30000533;30000425;10.0
30001211;30002512;10.0
30002811;30001146;10.0
30000421;30000432;10.0
30000421;30002612;10.0
30000424;30000411;10.0
12000026;12000026;10.0
30001214;other;80.0
30002211;12000021;10.0
30000113;30000511;10.0
30002312;30002312;10.0
30000134;30000811;10.0
30002511;30001321;10.0
30001217;30002512;10.0
30001342;4720001;10.0
30000134;30000812;10.0
30001033;30001213;10.0
30001622;30002911;10.0
37800002;30001342;10.0
30000423;30000135;10.0
37800005;30001345;50.0
30000541;30000511;10.0
37800006;11370001;20.0
30000421;30000425;10.0
other;30001321;10.0
30000826;30001322;10.0
30001213;other;190.0
30002411;30002112;10.0
12000026;12000013;10.0
30001313;30002312;10.0
30000432;30000932;10.0
30000134;30000846;10.0
other;37300004;10.0
other;37300002;40.0
30000432;30000934;60.0
30000923;30000511;10.0
30000923;30000512;10.0
30002811;30001122;10.0
30002112;30000846;10.0
30002513;30001032;20.0
30001212;other;320.0
30001114;30001143;10.0
30002112;30000848;20.0
30001141;30000923;10.0
30001114;30001147;10.0
30001141;30000924;40.0
30000421;30000411;20.0
30001214;30002511;10.0
37800006;30002911;10.0
36440001;other;90.0
30002111;30000114;10.0
30000134;30000832;10.0
30002111;30000116;20.0
30000116;30000514;10.0
30001133;1270001;10.0
30000432;30000924;30.0
30000116;30000511;10.0
30000432;30000923;30.0
30000864;30001215;10.0
